"0","MM_Method_Library","30/08/2010",""
"12","Little Shambles Little Surprise Maximus","-5-4.5.2-4LH1","mx"
"8","Little Bob Major","-1-4LH2","e"
"10","Little Bob Royal","-1-4LH2","e"
"12","Little Bob Maximus","-1-4LH2","e"
"6","Little Bob Minor","-1-4LH2","e"
"14","Little Bob Fourteen","-1-4LH2","e"
"16","Little Bob Sixteen","-1-4LH2","e"
"12","'88 Alliance Maximus","-5-4.5-5.36.47.58.6.7-1-1LH1","mx"
"6","'Stone Delight Minor","-5-1-2-23-34-1LH2","2z"
"6","1066 Treble Place Minor","-34-1-3-345-1-3LH1","l"
"8","108 Surprise Major","-5-4-56-6-4-25-34-5LH2","f"
"8","109 Surprise Major","-5-4.5-5.36-4-5-256-7LH2","a"
"8","110 Surprise Major","-5-4.5-5.6-4-3-36.4.3LH2","d"
"6","23 Treble Place Minor","-34-1-2-1.34.25.34.5LH2","e"
"8","3-1-3 Surprise Major","34-5.4-2-6-4-25-4-3LH1","mx"
"6","60163 Tornado Bob Minor","34.4-1-5LH1","6z"
"6","60th Birthday Treble Place Minor","-5-45-2-23-23-5LH1","6z"
"8","70th Birthday Delight Major","-3-456-256-1-4-1.3456-3456.7LH2","b"
"8","70th Birthday Surprise Major","-3-4-56-6-34-23-2-7LH2","d"
"8","90th Birthday Surprise Major","-3-4-56-6-34-23-256-7LH2","d"
"6","90th Birthday Treble Place Minor","-5-45-1-45-3-3LH1","6z"
"6","A Beer Bob Minor","34.4.2.1-3LH2","2z"
"6","A Dangerous Mind Surprise Minor","-34-45.5.25.2.23-34-5LH2","a"
"6","A Fishmonger and Judith's Hat Surprise Minor","-5-4-5-3-4-3LH1","g"
"6","A Random Thought Surprise Minor","-5-45.5.25.2.23-2-5LH2","f"
"10","A'Chailleach Delight Royal","-3-4-2-1-4-1-2-1-34-9LH2","b"
"6","A'Chralaig Surprise Minor","-34-45-25-3.4-2.5LH1","6z"
"6","A.C.S. Surprise Minor","-34-4.5-2.3.2-34.5LH2","a"
"10","Aachen Surprise Royal","3-56.4-256-3-2.34.5-6-7-6-7LH2","f"
"8","Aalst Surprise Major","7.56.7.4-567-367-2-25.34-34.7LH2","f"
"8","Aardvark Surprise Major","3-5.4-5-236-4-5.4-34.7LH2","a"
"8","Aardwolf Surprise Major","3-5.4-5-236-4-5.4-56.7LH2","a"
"8","Aars Surprise Major","567-567.4.7-7.36-2-25.34-34.7LH2","f"
"8","Ab Delight Major","-3-4-5-36-34-1.34-6.7LH1","g"
"8","Ab Surprise Major","-5-4.5-5.36-4-23-456-3LH1","g"
"8","Abaco Surprise Major","-5-4.5-5.236-4-25.34.6-1LH1","k"
"8","Abau Surprise Major","567-567.4.7-7.36.2-2.345.2.34.2.7LH2","f"
"7","Abba Bob Triples","345.1.5.23.7.5.7LH2","p"
"6","Abbess Roding Surprise Minor","-34-4.2-2.23-4-3LH1","h"
"5","Abbey Place Doubles","5.1.2.23.34LH1","1z"
"10","Abbey Stadium Surprise Royal","-3-4-5-6-347-38-256-367-8-1LH2","a"
"6","Abbey-Cwmhir Delight Minor","34-5.4-5-1.34-4.5LH1","l"
"8","Abbeydore Surprise Major","34-3.4.56-256.3.4-4.3-36.4.7LH2","f"
"8","Abbeyfields Alliance Major","-5-4.5-5.6-4-3-5LH1","h"
"6","Abbeystead Bob Minor","-45.5.3.2.5LH2","f"
"6","Abbeyville Delight Minor","3-3.4-2-1.34-34.1LH2","a"
"10","Abbot Delight Royal","-3-4-5-36-7-58-34-1-8-9LH2","b"
"6","Abbots Ann Treble Place Minor","-34-1-1-25-3-34LH2","f"
"8","Abbots Bromley Bob Major","56.4.56.3-5-5LH2","f"
"8","Abbots Bromley Surprise Major","-34-4-2-236-2-2345-2.56.1LH1","mx"
"8","Abbots Langley Surprise Major","-3-4-56-6-34-23-2.36.1LH2","e"
"6","Abbots Leigh Surprise Minor","-3-45-5-3-4-1LH2","2z"
"6","Abbots Ripton Bob Minor","345.4.2.23-3LH2","2z"
"8","Abbots Ripton Surprise Major","-3-4-56-6-4-3-34-1LH1","8z"
"6","Abbotsford Ferry Bob Minor","5.45-23.2.5LH4","4z"
"6","Abbotskerswell Bob Minor","5.4.5.3.4.5LH2","2z"
"10","Abbotswood Surprise Royal","-3-4-7-8-2-3-4-5-6-5LH2","a"
"8","Abbott Surprise Major","-5-45-5-23-34-23-6-5LH2","d"
"10","Abchurch Surprise Royal","-5-6-27-8-4-3-6-45-36-5LH1","mx"
"8","Abel Magwitch Surprise Major","-5-4-56-3-4-45-4-1LH1","mx"
"6","Aberaeron Delight Minor","-5-45-5-1-2-1LH1","h"
"8","Aberafan Surprise Major","-36-4-5-6-34-5-56-5LH2","d"
"8","Aberdeen Surprise Major","36-56.4.5-2.36.4-2.3.4-4.5LH1","h"
"6","Aberdour Castle Surprise Minor","34-3.4-25-3.2-4.5LH4","4z"
"6","Aberfeldy Treble Place Minor","-3-4-2-1-25-5LH1","6z"
"6","Aberffrwd Bob Minor","345.45-3.2.5LH2","2z"
"8","Aberford Bob Major","34.1-36.4.3.4.5LH2","f"
"10","Abergavenny Surprise Royal","-7-8-5-6-4-3-4-3-8-1LH2","f"
"10","Abergele Surprise Royal","-7-8-5-6.34.7.4.58.36.4.56.3.4-4.5LH2","f"
"6","Abergynolwyn Bob Minor","5.45-3.34.5LH2","f"
"8","Aberhonddu Surprise Major","-5-4.5-5.236-2-5.2-34.1LH1","mx"
"6","Aberlour Treble Place Minor","-3-4-2-1-45-5LH2","2z"
"8","Abermaw Surprise Major","-3-4-256-23-234-5.6.34.2.3LH2","f"
"8","Abertawe Bob Major","34.1-1-1-7LH2","2z"
"6","Abertawe Bob Minor","34.1-1-5LH2","2z"
"6","Aberystwyth Bob Minor","345.45.2.3-5LH2","2z"
"8","Abha Surprise Major","567-7.4.567-7.36.2-2.345.2.34.2.7LH2","f"
"6","Abhainn Dearg Treble Place Minor","-3-4-2-1-345-5LH1","6z"
"8","Abingdon Bob Major","-45-23-3.2.3LH1","l"
"10","Abingdon Surprise Royal","-3-6-5-8-4-5-6-5-6-5LH2","f"
"5","Abington Bob Doubles","3.1.5.1.4.3.5.4.3.2","p"
"8","Abington Surprise Major","-56-4.56-2.3.2-4.5.36-4.5LH2","e"
"8","Abissum Delight Major","-3-1-2-6-2-45.36-36.1LH2","f"
"8","Ablington Bob Major","5.6-1-3.6.7LH2","b"
"8","Abney Park Surprise Major","3-5.4-2-36-4-45-4-7LH2","c"
"8","Abonae Surprise Major","-3-4-2-3-4-45.36.4.36.5LH2","f"
"6","Abram Bob Minor","5.4.25.3-5LH2","f"
"8","Abravannus Surprise Major","-5-456-2-3-4-5.4-34.1LH1","mx"
"5","Abthorpe Bob Doubles","5.1.5.3.2.3.2.4.34.23","z"
"8","Abthorpe Surprise Major","34-3.4-2-3-4-5.6-2.7LH2","f"
"5","Abthorpe Doubles","2.1.34.4.34.1.3.1.34.4.34.1.2.3.4.34.4.3.1.3.4.34.4.3","z"
"8","Abus Surprise Major","-5-4-2-3-4-45-4.56.3LH1","mx"
"6","Aby Bob Minor","5.1-1-5LH2","2z"
"8","Abyy Surprise Major","567-7.4.567-7.36.2-234.5.2.34.2.7LH2","f"
"6","AC/DC Delight Minor","-3-4-2-1.34-34.3LH2","f"
"10","Acapulco Surprise Royal","-3-4-5-6-7-8-6.34.27.34.258.34.9LH2","b"
"10","Acavancure Surprise Royal","-3-4-5-6-7-8-4-5.78.236.78.9LH1","g"
"8","Acaxao Delight Major","-3-4-5-6.34-34.1-234-7LH1","g"
"6","Accountancyisa Delight Minor","-34-45-2-1-2-3LH2","f"
"9","Accrington Bob Caters","3.1.5.1.9.3.9.45.36.7.36.45.9.3.9.1.5.1","d"
"8","Accrington Delight Major","-56-1-56-6-4-45-56-5LH2","a"
"8","Accrington Surprise Major","-3-4-256-3-4-5-36-7LH2","a"
"8","Aceton Bob Major","36.1-236-5.236.5LH2","a"
"8","Achalganj Bob Major","347.47-36.7.345.23456.7LH2","2z"
"8","Achalpur Bob Major","-4-367-5-7LH2","2z"
"8","Achhnera Junction Bob Major","-4.2.36.234.5.23456.7LH2","f"
"8","Achilles Surprise Major","-3-4-5-6-4-23-2.34.1LH2","f"
"5","Achurch Bob Doubles","3.4.2.3.5.3.2.1.34.2","p"
"8","Achurch Surprise Major","-5-4.5-5.36-4-25.36-36.1LH1","k"
"10","Ackhorne Alliance Royal","34-5.4-25-6.7.58.6-6.7.6-6.9LH2","a"
"6","Ackworth Surprise Minor","-3-4-2-3.4-2.3LH4","4z"
"6","Acle Surprise Minor","3-5.4-5-3-2-5LH2","a"
"10","Acomb Delight Royal","34-5.4-2-1-34-5.4-4.5.4-4.5LH2","2z"
"6","Actinium Delight Minor","-5-45-25-1.34-34.5LH2","a"
"8","Actinium Surprise Major","-5-4.5.2.5.6-4-5-4-7LH2","a"
"8","Actinon Surprise Major","-56-4-56-23-34-23-6-5LH1","h"
"8","Actinouranium Surprise Major","-3-456-56-6-34-25-34-1LH2","c"
"10","Actium Surprise Royal","-34-4.5.2-3.2-7.58.6-6.7.6.78-9LH2","a"
"8","Acton Surprise Major","3-5.4.5-5.6-2-5.6-6.7LH2","f"
"6","Acton Town Slow Course Minor","-4.2.3.34.25LH2","2z"
"8","Acton Town Surprise Major","-36-4-5-6-2-5-56-5LH2","d"
"10","Acton Trussell Bob Royal","-1-23-3-23-3LH1","l"
"6","Acton-by-Nantwich Surprise Minor","-5-45-2-3-4-1LH2","a"
"8","Ad Ansam Surprise Major","-3-4.56-2.3-2-45-4-3LH1","mx"
"8","Ad Pontem Surprise Major","-5-45-5-3-2-3.4-6.5LH1","mx"
"8","Ad Pontes Surprise Major","-3-4.56-2.36-4-45.36-36.5LH1","mx"
"8","Adak Surprise Major","56-56.47-7-36.2-234.5.234-2.7LH2","f"
"6","Adam Seat Bob Minor","-45.5.23-1LH4","4z"
"8","Adamantium Surprise Major","-5-4-2-36-34-5.34-4.3LH1","mx"
